Year,Age,Gender_num,qx,Gender,GDP_Per_Capita,Inflation_Rate,Healthcare_GDP_Pct,PM25_Exposure,Alcohol_Per_Capita,Unemp_Rate
2011,47,0,0.00267,Female,14261.8433787325,4.13027562645085,6.54017687,12.3194519812497,6.87,12.1
2012,47,0,0.00323,Female,14288.1853493139,3.08998277055417,6.30798101,12.373124789345,7.26,11.1
2013,47,0,0.00336,Female,15636.525258604799,1.04747937065344,6.15501022,12.4131714589563,7.25,10.1
2014,47,0,0.00292,Female,16446.1647181663,0.103758009433708,6.22244453,12.7577404745041,6.95,8.8
2015,47,0,0.00286,Female,14269.8039878287,-0.884097405500596,6.47396851,11.3028578201847,6.56,7.8
2016,47,0,0.00326,Female,14934.2702840428,0.905525075460342,6.64928818,10.2329418108878,6.01,6.4
2017,47,0,0.0029,Female,16800.1510246099,3.72288862303707,6.44472837,9.79993642739852,5.64,5.1
2018,47,0,0.00258,Female,19247.2315367967,2.69792779208394,6.46896172,11.0838572805935,5.39,4.7
2019,47,0,0.00257,Female,19608.7943945553,2.33450937988027,6.94472647,10.2465023749528,5.39,5
2020,47,0,0.00302,Female,20428.6478157394,1.19989444983569,7.41619062,9.21893860360944,5.5,6.7
2021,47,0,0.00313,Female,23870.4594851722,4.68354420903453,7.73210812,9.21893860360944,5.5,5.9
2022,47,0,0.00282,Female,25085.784063499,19.7050461518394,7.24367952,9.21893860360944,5.5,4.9
2023,47,0,0.00291,Female,27786.0057829276,9.11731962390475,7.31801939,9.21893860360944,5.5,6.1
2024,47,0,0.00235,Female,29384.0189598663,0.715735835228723,7.59519005,9.21893860360944,5.5,5.7
2000,48,0,0.00434,Female,3300.63634928559,0.981615478857598,6.18559313,18.083013444041,5.42,13.5
2001,48,0,0.00436,Female,3532.52787363242,1.36712030817819,6.00193262,17.3276190793162,5.42,14.7
2002,48,0,0.00394,Female,4148.13091485015,0.281506610345575,6.13477659,16.4295435196153,5.62,12.6
2003,48,0,0.00476,Female,5507.47434187652,-1.13430854990247,6.17724085,15.5425823302599,5.89,10.6
2004,48,0,0.00359,Female,6734.57487061946,1.16410252104671,5.48347187,14.8205310765714,6.1,10.6
2005,48,0,0.00428,Female,7857.03148786492,2.65848484065262,5.64637566,14.4171853238712,6.39,8.4
2006,48,0,0.00338,Female,9210.10118229413,3.73912004060664,5.85725737,14.2765715251915,6.62,5.3
2007,48,0,0.00406,Female,12295.1212779366,5.73717382799842,5.75978613,14.2038714091332,6.81,4
2008,48,0,0.00407,Female,14955.5345462921,10.9258856241655,6.29010201,14.1446134543711,6.74,5
2009,48,0,0.00365,Female,11854.3711053096,4.45304456518535,7.34499836,14.0443261395798,6.47,9.8
2010,48,0,0.00389,Female,11829.122609457,1.31921362055463,6.9058671,13.8485379434341,6.6,13.5
2011,48,0,0.00332,Female,14261.8433787325,4.13027562645085,6.54017687,12.3194519812497,6.87,12.1
2012,48,0,0.00367,Female,14288.1853493139,3.08998277055417,6.30798101,12.373124789345,7.26,11.1
2013,48,0,0.00333,Female,15636.525258604799,1.04747937065344,6.15501022,12.4131714589563,7.25,10.1
2014,48,0,0.00328,Female,16446.1647181663,0.103758009433708,6.22244453,12.7577404745041,6.95,8.8
2015,48,0,0.00298,Female,14269.8039878287,-0.884097405500596,6.47396851,11.3028578201847,6.56,7.8
2016,48,0,0.00297,Female,14934.2702840428,0.905525075460342,6.64928818,10.2329418108878,6.01,6.4
2017,48,0,0.00246,Female,16800.1510246099,3.72288862303707,6.44472837,9.79993642739852,5.64,5.1
2018,48,0,0.00269,Female,19247.2315367967,2.69792779208394,6.46896172,11.0838572805935,5.39,4.7
2019,48,0,0.00286,Female,19608.7943945553,2.33450937988027,6.94472647,10.2465023749528,5.39,5
2020,48,0,0.0031,Female,20428.6478157394,1.19989444983569,7.41619062,9.21893860360944,5.5,6.7
2021,48,0,0.00288,Female,23870.4594851722,4.68354420903453,7.73210812,9.21893860360944,5.5,5.9
2022,48,0,0.00383,Female,25085.784063499,19.7050461518394,7.24367952,9.21893860360944,5.5,4.9
2023,48,0,0.0025,Female,27786.0057829276,9.11731962390475,7.31801939,9.21893860360944,5.5,6.1
2024,48,0,0.00264,Female,29384.0189598663,0.715735835228723,7.59519005,9.21893860360944,5.5,5.7
2000,49,0,0.00365,Female,3300.63634928559,0.981615478857598,6.18559313,18.083013444041,5.42,13.5
2001,49,0,0.00391,Female,3532.52787363242,1.36712030817819,6.00193262,17.3276190793162,5.42,14.7
2002,49,0,0.00405,Female,4148.13091485015,0.281506610345575,6.13477659,16.4295435196153,5.62,12.6
2003,49,0,0.00466,Female,5507.47434187652,-1.13430854990247,6.17724085,15.5425823302599,5.89,10.6
2004,49,0,0.00433,Female,6734.57487061946,1.16410252104671,5.48347187,14.8205310765714,6.1,10.6
2005,49,0,0.00436,Female,7857.03148786492,2.65848484065262,5.64637566,14.4171853238712,6.39,8.4
2006,49,0,0.0049,Female,9210.10118229413,3.73912004060664,5.85725737,14.2765715251915,6.62,5.3
2007,49,0,0.00457,Female,12295.1212779366,5.73717382799842,5.75978613,14.2038714091332,6.81,4
2008,49,0,0.00442,Female,14955.5345462921,10.9258856241655,6.29010201,14.1446134543711,6.74,5
2009,49,0,0.0033,Female,11854.3711053096,4.45304456518535,7.34499836,14.0443261395798,6.47,9.8
2010,49,0,0.00374,Female,11829.122609457,1.31921362055463,6.9058671,13.8485379434341,6.6,13.5
2011,49,0,0.00376,Female,14261.8433787325,4.13027562645085,6.54017687,12.3194519812497,6.87,12.1
2012,49,0,0.00377,Female,14288.1853493139,3.08998277055417,6.30798101,12.373124789345,7.26,11.1
2013,49,0,0.00275,Female,15636.525258604799,1.04747937065344,6.15501022,12.4131714589563,7.25,10.1
2014,49,0,0.00291,Female,16446.1647181663,0.103758009433708,6.22244453,12.7577404745041,6.95,8.8
2015,49,0,0.00293,Female,14269.8039878287,-0.884097405500596,6.47396851,11.3028578201847,6.56,7.8
2016,49,0,0.00296,Female,14934.2702840428,0.905525075460342,6.64928818,10.2329418108878,6.01,6.4
2017,49,0,0.00249,Female,16800.1510246099,3.72288862303707,6.44472837,9.79993642739852,5.64,5.1
2018,49,0,0.00237,Female,19247.2315367967,2.69792779208394,6.46896172,11.0838572805935,5.39,4.7
2019,49,0,0.00269,Female,19608.7943945553,2.33450937988027,6.94472647,10.2465023749528,5.39,5
2020,49,0,0.00324,Female,20428.6478157394,1.19989444983569,7.41619062,9.21893860360944,5.5,6.7
2021,49,0,0.00396,Female,23870.4594851722,4.68354420903453,7.73210812,9.21893860360944,5.5,5.9
2022,49,0,0.00366,Female,25085.784063499,19.7050461518394,7.24367952,9.21893860360944,5.5,4.9
2023,49,0,0.00213,Female,27786.0057829276,9.11731962390475,7.31801939,9.21893860360944,5.5,6.1
2024,49,0,0.00325,Female,29384.0189598663,0.715735835228723,7.59519005,9.21893860360944,5.5,5.7
2000,50,0,0.00403,Female,3300.63634928559,0.981615478857598,6.18559313,18.083013444041,5.42,13.5
2001,50,0,0.0048,Female,3532.52787363242,1.36712030817819,6.00193262,17.3276190793162,5.42,14.7
2002,50,0,0.00447,Female,4148.13091485015,0.281506610345575,6.13477659,16.4295435196153,5.62,12.6
2003,50,0,0.00464,Female,5507.47434187652,-1.13430854990247,6.17724085,15.5425823302599,5.89,10.6
2004,50,0,0.00522,Female,6734.57487061946,1.16410252104671,5.48347187,14.8205310765714,6.1,10.6
2005,50,0,0.00487,Female,7857.03148786492,2.65848484065262,5.64637566,14.4171853238712,6.39,8.4
2006,50,0,0.00533,Female,9210.10118229413,3.73912004060664,5.85725737,14.2765715251915,6.62,5.3
2007,50,0,0.0052,Female,12295.1212779366,5.73717382799842,5.75978613,14.2038714091332,6.81,4
2008,50,0,0.0052,Female,14955.5345462921,10.9258856241655,6.29010201,14.1446134543711,6.74,5
2009,50,0,0.00434,Female,11854.3711053096,4.45304456518535,7.34499836,14.0443261395798,6.47,9.8
2010,50,0,0.00289,Female,11829.122609457,1.31921362055463,6.9058671,13.8485379434341,6.6,13.5
2011,50,0,0.00453,Female,14261.8433787325,4.13027562645085,6.54017687,12.3194519812497,6.87,12.1
2012,50,0,0.0036,Female,14288.1853493139,3.08998277055417,6.30798101,12.373124789345,7.26,11.1
2013,50,0,0.00358,Female,15636.525258604799,1.04747937065344,6.15501022,12.4131714589563,7.25,10.1
2014,50,0,0.00302,Female,16446.1647181663,0.103758009433708,6.22244453,12.7577404745041,6.95,8.8
2015,50,0,0.0035,Female,14269.8039878287,-0.884097405500596,6.47396851,11.3028578201847,6.56,7.8
2016,50,0,0.00318,Female,14934.2702840428,0.905525075460342,6.64928818,10.2329418108878,6.01,6.4
2017,50,0,0.00366,Female,16800.1510246099,3.72288862303707,6.44472837,9.79993642739852,5.64,5.1
2018,50,0,0.0036,Female,19247.2315367967,2.69792779208394,6.46896172,11.0838572805935,5.39,4.7
2019,50,0,0.00261,Female,19608.7943945553,2.33450937988027,6.94472647,10.2465023749528,5.39,5
2020,50,0,0.00353,Female,20428.6478157394,1.19989444983569,7.41619062,9.21893860360944,5.5,6.7
2021,50,0,0.00422,Female,23870.4594851722,4.68354420903453,7.73210812,9.21893860360944,5.5,5.9
2022,50,0,0.00441,Female,25085.784063499,19.7050461518394,7.24367952,9.21893860360944,5.5,4.9
2023,50,0,0.0027,Female,27786.0057829276,9.11731962390475,7.31801939,9.21893860360944,5.5,6.1
2024,50,0,0.00288,Female,29384.0189598663,0.715735835228723,7.59519005,9.21893860360944,5.5,5.7
2000,51,0,0.0047,Female,3300.63634928559,0.981615478857598,6.18559313,18.083013444041,5.42,13.5
2001,51,0,0.00517,Female,3532.52787363242,1.36712030817819,6.00193262,17.3276190793162,5.42,14.7
2002,51,0,0.00443,Female,4148.13091485015,0.281506610345575,6.13477659,16.4295435196153,5.62,12.6
2003,51,0,0.0043,Female,5507.47434187652,-1.13430854990247,6.17724085,15.5425823302599,5.89,10.6
2004,51,0,0.00516,Female,6734.57487061946,1.16410252104671,5.48347187,14.8205310765714,6.1,10.6
2005,51,0,0.00458,Female,7857.03148786492,2.65848484065262,5.64637566,14.4171853238712,6.39,8.4
2006,51,0,0.0056,Female,9210.10118229413,3.73912004060664,5.85725737,14.2765715251915,6.62,5.3
2007,51,0,0.00551,Female,12295.1212779366,5.73717382799842,5.75978613,14.2038714091332,6.81,4
2008,51,0,0.00503,Female,14955.5345462921,10.9258856241655,6.29010201,14.1446134543711,6.74,5
2009,51,0,0.00345,Female,11854.3711053096,4.45304456518535,7.34499836,14.0443261395798,6.47,9.8
2010,51,0,0.00452,Female,11829.122609457,1.31921362055463,6.9058671,13.8485379434341,6.6,13.5
2011,51,0,0.00408,Female,14261.8433787325,4.13027562645085,6.54017687,12.3194519812497,6.87,12.1
2012,51,0,0.00429,Female,14288.1853493139,3.08998277055417,6.30798101,12.373124789345,7.26,11.1
2013,51,0,0.00388,Female,15636.525258604799,1.04747937065344,6.15501022,12.4131714589563,7.25,10.1
2014,51,0,0.00363,Female,16446.1647181663,0.103758009433708,6.22244453,12.7577404745041,6.95,8.8
2015,51,0,0.00381,Female,14269.8039878287,-0.884097405500596,6.47396851,11.3028578201847,6.56,7.8
2016,51,0,0.00307,Female,14934.2702840428,0.905525075460342,6.64928818,10.2329418108878,6.01,6.4
2017,51,0,0.00348,Female,16800.1510246099,3.72288862303707,6.44472837,9.79993642739852,5.64,5.1
2018,51,0,0.00345,Female,19247.2315367967,2.69792779208394,6.46896172,11.0838572805935,5.39,4.7
2019,51,0,0.00342,Female,19608.7943945553,2.33450937988027,6.94472647,10.2465023749528,5.39,5
2020,51,0,0.00408,Female,20428.6478157394,1.19989444983569,7.41619062,9.21893860360944,5.5,6.7
2021,51,0,0.00375,Female,23870.4594851722,4.68354420903453,7.73210812,9.21893860360944,5.5,5.9
2022,51,0,0.00429,Female,25085.784063499,19.7050461518394,7.24367952,9.21893860360944,5.5,4.9
2023,51,0,0.00289,Female,27786.0057829276,9.11731962390475,7.31801939,9.21893860360944,5.5,6.1
2024,51,0,0.00284,Female,29384.0189598663,0.715735835228723,7.59519005,9.21893860360944,5.5,5.7
2000,52,0,0.00538,Female,3300.63634928559,0.981615478857598,6.18559313,18.083013444041,5.42,13.5
2001,52,0,0.00609,Female,3532.52787363242,1.36712030817819,6.00193262,17.3276190793162,5.42,14.7
2002,52,0,0.00574,Female,4148.13091485015,0.281506610345575,6.13477659,16.4295435196153,5.62,12.6
2003,52,0,0.00547,Female,5507.47434187652,-1.13430854990247,6.17724085,15.5425823302599,5.89,10.6
2004,52,0,0.00522,Female,6734.57487061946,1.16410252104671,5.48347187,14.8205310765714,6.1,10.6
2005,52,0,0.00509,Female,7857.03148786492,2.65848484065262,5.64637566,14.4171853238712,6.39,8.4
2006,52,0,0.00488,Female,9210.10118229413,3.73912004060664,5.85725737,14.2765715251915,6.62,5.3
2007,52,0,0.00606,Female,12295.1212779366,5.73717382799842,5.75978613,14.2038714091332,6.81,4
2008,52,0,0.00658,Female,14955.5345462921,10.9258856241655,6.29010201,14.1446134543711,6.74,5
2009,52,0,0.00495,Female,11854.3711053096,4.45304456518535,7.34499836,14.0443261395798,6.47,9.8
2010,52,0,0.00511,Female,11829.122609457,1.31921362055463,6.9058671,13.8485379434341,6.6,13.5
2011,52,0,0.00454,Female,14261.8433787325,4.13027562645085,6.54017687,12.3194519812497,6.87,12.1
2012,52,0,0.00423,Female,14288.1853493139,3.08998277055417,6.30798101,12.373124789345,7.26,11.1
2013,52,0,0.00462,Female,15636.525258604799,1.04747937065344,6.15501022,12.4131714589563,7.25,10.1
2014,52,0,0.00441,Female,16446.1647181663,0.103758009433708,6.22244453,12.7577404745041,6.95,8.8
2015,52,0,0.00402,Female,14269.8039878287,-0.884097405500596,6.47396851,11.3028578201847,6.56,7.8
2016,52,0,0.00444,Female,14934.2702840428,0.905525075460342,6.64928818,10.2329418108878,6.01,6.4
2017,52,0,0.00367,Female,16800.1510246099,3.72288862303707,6.44472837,9.79993642739852,5.64,5.1
2018,52,0,0.00321,Female,19247.2315367967,2.69792779208394,6.46896172,11.0838572805935,5.39,4.7
2019,52,0,0.00359,Female,19608.7943945553,2.33450937988027,6.94472647,10.2465023749528,5.39,5
2020,52,0,0.00379,Female,20428.6478157394,1.19989444983569,7.41619062,9.21893860360944,5.5,6.7
2021,52,0,0.00432,Female,23870.4594851722,4.68354420903453,7.73210812,9.21893860360944,5.5,5.9
2022,52,0,0.00406,Female,25085.784063499,19.7050461518394,7.24367952,9.21893860360944,5.5,4.9
2023,52,0,0.00336,Female,27786.0057829276,9.11731962390475,7.31801939,9.21893860360944,5.5,6.1
2024,52,0,0.00317,Female,29384.0189598663,0.715735835228723,7.59519005,9.21893860360944,5.5,5.7
2000,53,0,0.00411,Female,3300.63634928559,0.981615478857598,6.18559313,18.083013444041,5.42,13.5
2001,53,0,0.00556,Female,3532.52787363242,1.36712030817819,6.00193262,17.3276190793162,5.42,14.7
2002,53,0,0.00583,Female,4148.13091485015,0.281506610345575,6.13477659,16.4295435196153,5.62,12.6
2003,53,0,0.0057,Female,5507.47434187652,-1.13430854990247,6.17724085,15.5425823302599,5.89,10.6
2004,53,0,0.00518,Female,6734.57487061946,1.16410252104671,5.48347187,14.8205310765714,6.1,10.6
2005,53,0,0.00598,Female,7857.03148786492,2.65848484065262,5.64637566,14.4171853238712,6.39,8.4
2006,53,0,0.00616,Female,9210.10118229413,3.73912004060664,5.85725737,14.2765715251915,6.62,5.3
2007,53,0,0.00545,Female,12295.1212779366,5.73717382799842,5.75978613,14.2038714091332,6.81,4
2008,53,0,0.00666,Female,14955.5345462921,10.9258856241655,6.29010201,14.1446134543711,6.74,5
2009,53,0,0.00597,Female,11854.3711053096,4.45304456518535,7.34499836,14.0443261395798,6.47,9.8
2010,53,0,0.00484,Female,11829.122609457,1.31921362055463,6.9058671,13.8485379434341,6.6,13.5
2011,53,0,0.00486,Female,14261.8433787325,4.13027562645085,6.54017687,12.3194519812497,6.87,12.1
2012,53,0,0.00561,Female,14288.1853493139,3.08998277055417,6.30798101,12.373124789345,7.26,11.1
2013,53,0,0.00506,Female,15636.525258604799,1.04747937065344,6.15501022,12.4131714589563,7.25,10.1
2014,53,0,0.00394,Female,16446.1647181663,0.103758009433708,6.22244453,12.7577404745041,6.95,8.8
2015,53,0,0.00368,Female,14269.8039878287,-0.884097405500596,6.47396851,11.3028578201847,6.56,7.8
2016,53,0,0.00463,Female,14934.2702840428,0.905525075460342,6.64928818,10.2329418108878,6.01,6.4
2017,53,0,0.00337,Female,16800.1510246099,3.72288862303707,6.44472837,9.79993642739852,5.64,5.1
2018,53,0,0.00332,Female,19247.2315367967,2.69792779208394,6.46896172,11.0838572805935,5.39,4.7
2019,53,0,0.00368,Female,19608.7943945553,2.33450937988027,6.94472647,10.2465023749528,5.39,5
2020,53,0,0.0044,Female,20428.6478157394,1.19989444983569,7.41619062,9.21893860360944,5.5,6.7
2021,53,0,0.00451,Female,23870.4594851722,4.68354420903453,7.73210812,9.21893860360944,5.5,5.9
2022,53,0,0.00417,Female,25085.784063499,19.7050461518394,7.24367952,9.21893860360944,5.5,4.9
2023,53,0,0.00423,Female,27786.0057829276,9.11731962390475,7.31801939,9.21893860360944,5.5,6.1
2024,53,0,0.00322,Female,29384.0189598663,0.715735835228723,7.59519005,9.21893860360944,5.5,5.7
2000,54,0,0.00547,Female,3300.63634928559,0.981615478857598,6.18559313,18.083013444041,5.42,13.5
2001,54,0,0.00566,Female,3532.52787363242,1.36712030817819,6.00193262,17.3276190793162,5.42,14.7
2002,54,0,0.00538,Female,4148.13091485015,0.281506610345575,6.13477659,16.4295435196153,5.62,12.6
2003,54,0,0.00628,Female,5507.47434187652,-1.13430854990247,6.17724085,15.5425823302599,5.89,10.6
2004,54,0,0.0067,Female,6734.57487061946,1.16410252104671,5.48347187,14.8205310765714,6.1,10.6
2005,54,0,0.00681,Female,7857.03148786492,2.65848484065262,5.64637566,14.4171853238712,6.39,8.4
2006,54,0,0.00638,Female,9210.10118229413,3.73912004060664,5.85725737,14.2765715251915,6.62,5.3
2007,54,0,0.00694,Female,12295.1212779366,5.73717382799842,5.75978613,14.2038714091332,6.81,4
2008,54,0,0.00666,Female,14955.5345462921,10.9258856241655,6.29010201,14.1446134543711,6.74,5
2009,54,0,0.00553,Female,11854.3711053096,4.45304456518535,7.34499836,14.0443261395798,6.47,9.8
2010,54,0,0.00587,Female,11829.122609457,1.31921362055463,6.9058671,13.8485379434341,6.6,13.5
2011,54,0,0.0054,Female,14261.8433787325,4.13027562645085,6.54017687,12.3194519812497,6.87,12.1
2012,54,0,0.00477,Female,14288.1853493139,3.08998277055417,6.30798101,12.373124789345,7.26,11.1
2013,54,0,0.00472,Female,15636.525258604799,1.04747937065344,6.15501022,12.4131714589563,7.25,10.1
2014,54,0,0.00531,Female,16446.1647181663,0.103758009433708,6.22244453,12.7577404745041,6.95,8.8
2015,54,0,0.00454,Female,14269.8039878287,-0.884097405500596,6.47396851,11.3028578201847,6.56,7.8
2016,54,0,0.00457,Female,14934.2702840428,0.905525075460342,6.64928818,10.2329418108878,6.01,6.4
2017,54,0,0.00381,Female,16800.1510246099,3.72288862303707,6.44472837,9.79993642739852,5.64,5.1
2018,54,0,0.00478,Female,19247.2315367967,2.69792779208394,6.46896172,11.0838572805935,5.39,4.7
2019,54,0,0.00423,Female,19608.7943945553,2.33450937988027,6.94472647,10.2465023749528,5.39,5
2020,54,0,0.00444,Female,20428.6478157394,1.19989444983569,7.41619062,9.21893860360944,5.5,6.7
2021,54,0,0.0051,Female,23870.4594851722,4.68354420903453,7.73210812,9.21893860360944,5.5,5.9
2022,54,0,0.00441,Female,25085.784063499,19.7050461518394,7.24367952,9.21893860360944,5.5,4.9
2023,54,0,0.00347,Female,27786.0057829276,9.11731962390475,7.31801939,9.21893860360944,5.5,6.1
2024,54,0,0.00405,Female,29384.0189598663,0.715735835228723,7.59519005,9.21893860360944,5.5,5.7
2000,55,0,0.00612,Female,3300.63634928559,0.981615478857598,6.18559313,18.083013444041,5.42,8
2001,55,0,0.00624,Female,3532.52787363242,1.36712030817819,6.00193262,17.3276190793162,5.42,8.6
2002,55,0,0.0059,Female,4148.13091485015,0.281506610345575,6.13477659,16.4295435196153,5.62,8.2
2003,55,0,0.00598,Female,5507.47434187652,-1.13430854990247,6.17724085,15.5425823302599,5.89,12
2004,55,0,0.00675,Female,6734.57487061946,1.16410252104671,5.48347187,14.8205310765714,6.1,10.7
2005,55,0,0.00732,Female,7857.03148786492,2.65848484065262,5.64637566,14.4171853238712,6.39,6.5
2006,55,0,0.00667,Female,9210.10118229413,3.73912004060664,5.85725737,14.2765715251915,6.62,5.1
2007,55,0,0.00749,Female,12295.1212779366,5.73717382799842,5.75978613,14.2038714091332,6.81,3.4
2008,55,0,0.00784,Female,14955.5345462921,10.9258856241655,6.29010201,14.1446134543711,6.74,4.6
2009,55,0,0.00562,Female,11854.3711053096,4.45304456518535,7.34499836,14.0443261395798,6.47,8.8
2010,55,0,0.00604,Female,11829.122609457,1.31921362055463,6.9058671,13.8485379434341,6.6,12.1
2011,55,0,0.00551,Female,14261.8433787325,4.13027562645085,6.54017687,12.3194519812497,6.87,11
2012,55,0,0.0051,Female,14288.1853493139,3.08998277055417,6.30798101,12.373124789345,7.26,10.5
2013,55,0,0.00555,Female,15636.525258604799,1.04747937065344,6.15501022,12.4131714589563,7.25,8.7
2014,55,0,0.00413,Female,16446.1647181663,0.103758009433708,6.22244453,12.7577404745041,6.95,7.9
2015,55,0,0.00492,Female,14269.8039878287,-0.884097405500596,6.47396851,11.3028578201847,6.56,7.1
2016,55,0,0.00476,Female,14934.2702840428,0.905525075460342,6.64928818,10.2329418108878,6.01,6.5
2017,55,0,0.00475,Female,16800.1510246099,3.72288862303707,6.44472837,9.79993642739852,5.64,6.4
2018,55,0,0.00438,Female,19247.2315367967,2.69792779208394,6.46896172,11.0838572805935,5.39,6.9
2019,55,0,0.00409,Female,19608.7943945553,2.33450937988027,6.94472647,10.2465023749528,5.39,6.8
2020,55,0,0.00548,Female,20428.6478157394,1.19989444983569,7.41619062,9.21893860360944,5.5,9.1
2021,55,0,0.00584,Female,23870.4594851722,4.68354420903453,7.73210812,9.21893860360944,5.5,7.7
2022,55,0,0.00423,Female,25085.784063499,19.7050461518394,7.24367952,9.21893860360944,5.5,6.6
2023,55,0,0.0039,Female,27786.0057829276,9.11731962390475,7.31801939,9.21893860360944,5.5,7.2
2024,55,0,0.00448,Female,29384.0189598663,0.715735835228723,7.59519005,9.21893860360944,5.5,7.2
2000,56,0,0.00698,Female,3300.63634928559,0.981615478857598,6.18559313,18.083013444041,5.42,8
2001,56,0,0.0074400000000000004,Female,3532.52787363242,1.36712030817819,6.00193262,17.3276190793162,5.42,8.6
2002,56,0,0.00702,Female,4148.13091485015,0.281506610345575,6.13477659,16.4295435196153,5.62,8.2
2003,56,0,0.00724,Female,5507.47434187652,-1.13430854990247,6.17724085,15.5425823302599,5.89,12
2004,56,0,0.00613,Female,6734.57487061946,1.16410252104671,5.48347187,14.8205310765714,6.1,10.7
2005,56,0,0.00761,Female,7857.03148786492,2.65848484065262,5.64637566,14.4171853238712,6.39,6.5
2006,56,0,0.00767,Female,9210.10118229413,3.73912004060664,5.85725737,14.2765715251915,6.62,5.1
2007,56,0,0.00765,Female,12295.1212779366,5.73717382799842,5.75978613,14.2038714091332,6.81,3.4
2008,56,0,0.00839,Female,14955.5345462921,10.9258856241655,6.29010201,14.1446134543711,6.74,4.6
2009,56,0,0.00689,Female,11854.3711053096,4.45304456518535,7.34499836,14.0443261395798,6.47,8.8
2010,56,0,0.00847,Female,11829.122609457,1.31921362055463,6.9058671,13.8485379434341,6.6,12.1
2011,56,0,0.00665,Female,14261.8433787325,4.13027562645085,6.54017687,12.3194519812497,6.87,11
2012,56,0,0.00593,Female,14288.1853493139,3.08998277055417,6.30798101,12.373124789345,7.26,10.5
2013,56,0,0.00594,Female,15636.525258604799,1.04747937065344,6.15501022,12.4131714589563,7.25,8.7
2014,56,0,0.00484,Female,16446.1647181663,0.103758009433708,6.22244453,12.7577404745041,6.95,7.9
2015,56,0,0.00474,Female,14269.8039878287,-0.884097405500596,6.47396851,11.3028578201847,6.56,7.1
2016,56,0,0.00417,Female,14934.2702840428,0.905525075460342,6.64928818,10.2329418108878,6.01,6.5
2017,56,0,0.00487,Female,16800.1510246099,3.72288862303707,6.44472837,9.79993642739852,5.64,6.4
2018,56,0,0.00462,Female,19247.2315367967,2.69792779208394,6.46896172,11.0838572805935,5.39,6.9
2019,56,0,0.00367,Female,19608.7943945553,2.33450937988027,6.94472647,10.2465023749528,5.39,6.8
2020,56,0,0.00562,Female,20428.6478157394,1.19989444983569,7.41619062,9.21893860360944,5.5,9.1
2021,56,0,0.00597,Female,23870.4594851722,4.68354420903453,7.73210812,9.21893860360944,5.5,7.7
2022,56,0,0.00496,Female,25085.784063499,19.7050461518394,7.24367952,9.21893860360944,5.5,6.6
2023,56,0,0.00482,Female,27786.0057829276,9.11731962390475,7.31801939,9.21893860360944,5.5,7.2
2024,56,0,0.00463,Female,29384.0189598663,0.715735835228723,7.59519005,9.21893860360944,5.5,7.2
2000,57,0,0.00797,Female,3300.63634928559,0.981615478857598,6.18559313,18.083013444041,5.42,8
2001,57,0,0.00821,Female,3532.52787363242,1.36712030817819,6.00193262,17.3276190793162,5.42,8.6
2002,57,0,0.00712,Female,4148.13091485015,0.281506610345575,6.13477659,16.4295435196153,5.62,8.2
2003,57,0,0.00703,Female,5507.47434187652,-1.13430854990247,6.17724085,15.5425823302599,5.89,12
2004,57,0,0.00743,Female,6734.57487061946,1.16410252104671,5.48347187,14.8205310765714,6.1,10.7
2005,57,0,0.00758,Female,7857.03148786492,2.65848484065262,5.64637566,14.4171853238712,6.39,6.5
2006,57,0,0.00882,Female,9210.10118229413,3.73912004060664,5.85725737,14.2765715251915,6.62,5.1
2007,57,0,0.00901,Female,12295.1212779366,5.73717382799842,5.75978613,14.2038714091332,6.81,3.4
2008,57,0,0.00817,Female,14955.5345462921,10.9258856241655,6.29010201,14.1446134543711,6.74,4.6
2009,57,0,0.00689,Female,11854.3711053096,4.45304456518535,7.34499836,14.0443261395798,6.47,8.8
2010,57,0,0.00658,Female,11829.122609457,1.31921362055463,6.9058671,13.8485379434341,6.6,12.1
2011,57,0,0.00708,Female,14261.8433787325,4.13027562645085,6.54017687,12.3194519812497,6.87,11
2012,57,0,0.00689,Female,14288.1853493139,3.08998277055417,6.30798101,12.373124789345,7.26,10.5
2013,57,0,0.00643,Female,15636.525258604799,1.04747937065344,6.15501022,12.4131714589563,7.25,8.7
2014,57,0,0.00593,Female,16446.1647181663,0.103758009433708,6.22244453,12.7577404745041,6.95,7.9
2015,57,0,0.00595,Female,14269.8039878287,-0.884097405500596,6.47396851,11.3028578201847,6.56,7.1
2016,57,0,0.00485,Female,14934.2702840428,0.905525075460342,6.64928818,10.2329418108878,6.01,6.5
2017,57,0,0.00558,Female,16800.1510246099,3.72288862303707,6.44472837,9.79993642739852,5.64,6.4
2018,57,0,0.00478,Female,19247.2315367967,2.69792779208394,6.46896172,11.0838572805935,5.39,6.9
2019,57,0,0.00439,Female,19608.7943945553,2.33450937988027,6.94472647,10.2465023749528,5.39,6.8
2020,57,0,0.00558,Female,20428.6478157394,1.19989444983569,7.41619062,9.21893860360944,5.5,9.1
2021,57,0,0.00597,Female,23870.4594851722,4.68354420903453,7.73210812,9.21893860360944,5.5,7.7
2022,57,0,0.00484,Female,25085.784063499,19.7050461518394,7.24367952,9.21893860360944,5.5,6.6
2023,57,0,0.00524,Female,27786.0057829276,9.11731962390475,7.31801939,9.21893860360944,5.5,7.2
2024,57,0,0.00478,Female,29384.0189598663,0.715735835228723,7.59519005,9.21893860360944,5.5,7.2
