Year,Age,Gender_num,qx,Gender,GDP_Per_Capita,Inflation_Rate,Healthcare_GDP_Pct,PM25_Exposure,Alcohol_Per_Capita,Unemp_Rate
2022,67,1,0.03505,Male,25085.784063499,19.7050461518394,7.24367952,9.21893860360944,19.82,6.6
2023,67,1,0.03073,Male,27786.0057829276,9.11731962390475,7.31801939,9.21893860360944,19.82,7.6
2024,67,1,0.02734,Male,29384.0189598663,0.715735835228723,7.59519005,9.21893860360944,19.82,8
2000,68,1,0.04206,Male,3300.63634928559,0.981615478857598,6.18559313,18.083013444041,18.81,19
2001,68,1,0.03998,Male,3532.52787363242,1.36712030817819,6.00193262,17.3276190793162,18.81,20.3
2002,68,1,0.04279,Male,4148.13091485015,0.281506610345575,6.13477659,16.4295435196153,19.51,14.8
2003,68,1,0.04071,Male,5507.47434187652,-1.13430854990247,6.17724085,15.5425823302599,20.45,12.9
2004,68,1,0.04124,Male,6734.57487061946,1.16410252104671,5.48347187,14.8205310765714,21.16,10.6
2005,68,1,0.03896,Male,7857.03148786492,2.65848484065262,5.64637566,14.4171853238712,22.17,8.2
2006,68,1,0.0424,Male,9210.10118229413,3.73912004060664,5.85725737,14.2765715251915,23,6
2007,68,1,0.04218,Male,12295.1212779366,5.73717382799842,5.75978613,14.2038714091332,23.67,4.3
2008,68,1,0.03964,Male,14955.5345462921,10.9258856241655,6.29010201,14.1446134543711,23.49,6.1
2009,68,1,0.04041,Male,11854.3711053096,4.45304456518535,7.34499836,14.0443261395798,22.61,17.4
2010,68,1,0.04004,Male,11829.122609457,1.31921362055463,6.9058671,13.8485379434341,23.12,21.5
2011,68,1,0.03968,Male,14261.8433787325,4.13027562645085,6.54017687,12.3194519812497,24.12,18.2
2012,68,1,0.0383,Male,14288.1853493139,3.08998277055417,6.30798101,12.373124789345,25.57,15.5
2013,68,1,0.04026,Male,15636.525258604799,1.04747937065344,6.15501022,12.4131714589563,25.61,13.4
2014,68,1,0.03938,Male,16446.1647181663,0.103758009433708,6.22244453,12.7577404745041,24.6,12.4
2015,68,1,0.04223,Male,14269.8039878287,-0.884097405500596,6.47396851,11.3028578201847,23.29,10.3
2016,68,1,0.03912,Male,14934.2702840428,0.905525075460342,6.64928818,10.2329418108878,21.4,9.3
2017,68,1,0.03754,Male,16800.1510246099,3.72288862303707,6.44472837,9.79993642739852,20.17,8.8
2018,68,1,0.03499,Male,19247.2315367967,2.69792779208394,6.46896172,11.0838572805935,19.34,7.1
2019,68,1,0.0338,Male,19608.7943945553,2.33450937988027,6.94472647,10.2465023749528,19.34,7.3
2020,68,1,0.04028,Male,20428.6478157394,1.19989444983569,7.41619062,9.21893860360944,19.82,9.6
2021,68,1,0.03953,Male,23870.4594851722,4.68354420903453,7.73210812,9.21893860360944,19.82,7.9
2022,68,1,0.03522,Male,25085.784063499,19.7050461518394,7.24367952,9.21893860360944,19.82,6.6
2023,68,1,0.03263,Male,27786.0057829276,9.11731962390475,7.31801939,9.21893860360944,19.82,7.6
2024,68,1,0.03439,Male,29384.0189598663,0.715735835228723,7.59519005,9.21893860360944,19.82,8
2000,69,1,0.04338,Male,3300.63634928559,0.981615478857598,6.18559313,18.083013444041,18.81,19
2001,69,1,0.04303,Male,3532.52787363242,1.36712030817819,6.00193262,17.3276190793162,18.81,20.3
2002,69,1,0.04183,Male,4148.13091485015,0.281506610345575,6.13477659,16.4295435196153,19.51,14.8
2003,69,1,0.04087,Male,5507.47434187652,-1.13430854990247,6.17724085,15.5425823302599,20.45,12.9
2004,69,1,0.04519,Male,6734.57487061946,1.16410252104671,5.48347187,14.8205310765714,21.16,10.6
2005,69,1,0.04584,Male,7857.03148786492,2.65848484065262,5.64637566,14.4171853238712,22.17,8.2
2006,69,1,0.04328,Male,9210.10118229413,3.73912004060664,5.85725737,14.2765715251915,23,6
2007,69,1,0.04755,Male,12295.1212779366,5.73717382799842,5.75978613,14.2038714091332,23.67,4.3
2008,69,1,0.0442,Male,14955.5345462921,10.9258856241655,6.29010201,14.1446134543711,23.49,6.1
2009,69,1,0.04533,Male,11854.3711053096,4.45304456518535,7.34499836,14.0443261395798,22.61,17.4
2010,69,1,0.04508,Male,11829.122609457,1.31921362055463,6.9058671,13.8485379434341,23.12,21.5
2011,69,1,0.04661,Male,14261.8433787325,4.13027562645085,6.54017687,12.3194519812497,24.12,18.2
2012,69,1,0.04148,Male,14288.1853493139,3.08998277055417,6.30798101,12.373124789345,25.57,15.5
2013,69,1,0.04335,Male,15636.525258604799,1.04747937065344,6.15501022,12.4131714589563,25.61,13.4
2014,69,1,0.04281,Male,16446.1647181663,0.103758009433708,6.22244453,12.7577404745041,24.6,12.4
2015,69,1,0.04056,Male,14269.8039878287,-0.884097405500596,6.47396851,11.3028578201847,23.29,10.3
2016,69,1,0.04025,Male,14934.2702840428,0.905525075460342,6.64928818,10.2329418108878,21.4,9.3
2017,69,1,0.03758,Male,16800.1510246099,3.72288862303707,6.44472837,9.79993642739852,20.17,8.8
2018,69,1,0.03774,Male,19247.2315367967,2.69792779208394,6.46896172,11.0838572805935,19.34,7.1
2019,69,1,0.03731,Male,19608.7943945553,2.33450937988027,6.94472647,10.2465023749528,19.34,7.3
2020,69,1,0.04409,Male,20428.6478157394,1.19989444983569,7.41619062,9.21893860360944,19.82,9.6
2021,69,1,0.04514,Male,23870.4594851722,4.68354420903453,7.73210812,9.21893860360944,19.82,7.9
2022,69,1,0.03985,Male,25085.784063499,19.7050461518394,7.24367952,9.21893860360944,19.82,6.6
2023,69,1,0.03129,Male,27786.0057829276,9.11731962390475,7.31801939,9.21893860360944,19.82,7.6
2024,69,1,0.03492,Male,29384.0189598663,0.715735835228723,7.59519005,9.21893860360944,19.82,8
2000,70,1,0.04782,Male,3300.63634928559,0.981615478857598,6.18559313,18.083013444041,18.81,19
2001,70,1,0.04624,Male,3532.52787363242,1.36712030817819,6.00193262,17.3276190793162,18.81,20.3
2002,70,1,0.05083,Male,4148.13091485015,0.281506610345575,6.13477659,16.4295435196153,19.51,14.8
2003,70,1,0.04644,Male,5507.47434187652,-1.13430854990247,6.17724085,15.5425823302599,20.45,12.9
2004,70,1,0.04395,Male,6734.57487061946,1.16410252104671,5.48347187,14.8205310765714,21.16,10.6
2005,70,1,0.04816,Male,7857.03148786492,2.65848484065262,5.64637566,14.4171853238712,22.17,8.2
2006,70,1,0.04612,Male,9210.10118229413,3.73912004060664,5.85725737,14.2765715251915,23,6
2007,70,1,0.05083,Male,12295.1212779366,5.73717382799842,5.75978613,14.2038714091332,23.67,4.3
2008,70,1,0.0442,Male,14955.5345462921,10.9258856241655,6.29010201,14.1446134543711,23.49,6.1
2009,70,1,0.0442,Male,11854.3711053096,4.45304456518535,7.34499836,14.0443261395798,22.61,17.4
2010,70,1,0.04243,Male,11829.122609457,1.31921362055463,6.9058671,13.8485379434341,23.12,21.5
2011,70,1,0.04418,Male,14261.8433787325,4.13027562645085,6.54017687,12.3194519812497,24.12,18.2
2012,70,1,0.04653,Male,14288.1853493139,3.08998277055417,6.30798101,12.373124789345,25.57,15.5
2013,70,1,0.04483,Male,15636.525258604799,1.04747937065344,6.15501022,12.4131714589563,25.61,13.4
2014,70,1,0.04233,Male,16446.1647181663,0.103758009433708,6.22244453,12.7577404745041,24.6,12.4
2015,70,1,0.04437,Male,14269.8039878287,-0.884097405500596,6.47396851,11.3028578201847,23.29,10.3
2016,70,1,0.04418,Male,14934.2702840428,0.905525075460342,6.64928818,10.2329418108878,21.4,9.3
2017,70,1,0.04071,Male,16800.1510246099,3.72288862303707,6.44472837,9.79993642739852,20.17,8.8
2018,70,1,0.04569,Male,19247.2315367967,2.69792779208394,6.46896172,11.0838572805935,19.34,7.1
2019,70,1,0.04003,Male,19608.7943945553,2.33450937988027,6.94472647,10.2465023749528,19.34,7.3
2020,70,1,0.04703,Male,20428.6478157394,1.19989444983569,7.41619062,9.21893860360944,19.82,9.6
2021,70,1,0.04821,Male,23870.4594851722,4.68354420903453,7.73210812,9.21893860360944,19.82,7.9
2022,70,1,0.04591,Male,25085.784063499,19.7050461518394,7.24367952,9.21893860360944,19.82,6.6
2023,70,1,0.03844,Male,27786.0057829276,9.11731962390475,7.31801939,9.21893860360944,19.82,7.6
2024,70,1,0.03572,Male,29384.0189598663,0.715735835228723,7.59519005,9.21893860360944,19.82,8
2000,71,1,0.04951,Male,3300.63634928559,0.981615478857598,6.18559313,18.083013444041,18.81,19
2001,71,1,0.04741,Male,3532.52787363242,1.36712030817819,6.00193262,17.3276190793162,18.81,20.3
2002,71,1,0.05052,Male,4148.13091485015,0.281506610345575,6.13477659,16.4295435196153,19.51,14.8
2003,71,1,0.04948,Male,5507.47434187652,-1.13430854990247,6.17724085,15.5425823302599,20.45,12.9
2004,71,1,0.05018,Male,6734.57487061946,1.16410252104671,5.48347187,14.8205310765714,21.16,10.6
2005,71,1,0.05126,Male,7857.03148786492,2.65848484065262,5.64637566,14.4171853238712,22.17,8.2
2006,71,1,0.0487,Male,9210.10118229413,3.73912004060664,5.85725737,14.2765715251915,23,6
2007,71,1,0.0509,Male,12295.1212779366,5.73717382799842,5.75978613,14.2038714091332,23.67,4.3
2008,71,1,0.04931,Male,14955.5345462921,10.9258856241655,6.29010201,14.1446134543711,23.49,6.1
2009,71,1,0.04561,Male,11854.3711053096,4.45304456518535,7.34499836,14.0443261395798,22.61,17.4
2010,71,1,0.0483,Male,11829.122609457,1.31921362055463,6.9058671,13.8485379434341,23.12,21.5
2011,71,1,0.04396,Male,14261.8433787325,4.13027562645085,6.54017687,12.3194519812497,24.12,18.2
2012,71,1,0.04347,Male,14288.1853493139,3.08998277055417,6.30798101,12.373124789345,25.57,15.5
2013,71,1,0.04625,Male,15636.525258604799,1.04747937065344,6.15501022,12.4131714589563,25.61,13.4
2014,71,1,0.04504,Male,16446.1647181663,0.103758009433708,6.22244453,12.7577404745041,24.6,12.4
2015,71,1,0.04844,Male,14269.8039878287,-0.884097405500596,6.47396851,11.3028578201847,23.29,10.3
2016,71,1,0.04398,Male,14934.2702840428,0.905525075460342,6.64928818,10.2329418108878,21.4,9.3
2017,71,1,0.04626,Male,16800.1510246099,3.72288862303707,6.44472837,9.79993642739852,20.17,8.8
2018,71,1,0.04497,Male,19247.2315367967,2.69792779208394,6.46896172,11.0838572805935,19.34,7.1
2019,71,1,0.03791,Male,19608.7943945553,2.33450937988027,6.94472647,10.2465023749528,19.34,7.3
2020,71,1,0.05297,Male,20428.6478157394,1.19989444983569,7.41619062,9.21893860360944,19.82,9.6
2021,71,1,0.04966,Male,23870.4594851722,4.68354420903453,7.73210812,9.21893860360944,19.82,7.9
2022,71,1,0.0483,Male,25085.784063499,19.7050461518394,7.24367952,9.21893860360944,19.82,6.6
2023,71,1,0.03746,Male,27786.0057829276,9.11731962390475,7.31801939,9.21893860360944,19.82,7.6
2024,71,1,0.0413,Male,29384.0189598663,0.715735835228723,7.59519005,9.21893860360944,19.82,8
2000,72,1,0.05396,Male,3300.63634928559,0.981615478857598,6.18559313,18.083013444041,18.81,19
2001,72,1,0.05292,Male,3532.52787363242,1.36712030817819,6.00193262,17.3276190793162,18.81,20.3
2002,72,1,0.05144,Male,4148.13091485015,0.281506610345575,6.13477659,16.4295435196153,19.51,14.8
2003,72,1,0.05376,Male,5507.47434187652,-1.13430854990247,6.17724085,15.5425823302599,20.45,12.9
2004,72,1,0.05809,Male,6734.57487061946,1.16410252104671,5.48347187,14.8205310765714,21.16,10.6
2005,72,1,0.05416,Male,7857.03148786492,2.65848484065262,5.64637566,14.4171853238712,22.17,8.2
2006,72,1,0.05921,Male,9210.10118229413,3.73912004060664,5.85725737,14.2765715251915,23,6
2007,72,1,0.05415,Male,12295.1212779366,5.73717382799842,5.75978613,14.2038714091332,23.67,4.3
2008,72,1,0.04853,Male,14955.5345462921,10.9258856241655,6.29010201,14.1446134543711,23.49,6.1
2009,72,1,0.04795,Male,11854.3711053096,4.45304456518535,7.34499836,14.0443261395798,22.61,17.4
2010,72,1,0.04736,Male,11829.122609457,1.31921362055463,6.9058671,13.8485379434341,23.12,21.5
2011,72,1,0.05031,Male,14261.8433787325,4.13027562645085,6.54017687,12.3194519812497,24.12,18.2
2012,72,1,0.04569,Male,14288.1853493139,3.08998277055417,6.30798101,12.373124789345,25.57,15.5
2013,72,1,0.04597,Male,15636.525258604799,1.04747937065344,6.15501022,12.4131714589563,25.61,13.4
2014,72,1,0.04927,Male,16446.1647181663,0.103758009433708,6.22244453,12.7577404745041,24.6,12.4
2015,72,1,0.04777,Male,14269.8039878287,-0.884097405500596,6.47396851,11.3028578201847,23.29,10.3
2016,72,1,0.0541,Male,14934.2702840428,0.905525075460342,6.64928818,10.2329418108878,21.4,9.3
2017,72,1,0.0442,Male,16800.1510246099,3.72288862303707,6.44472837,9.79993642739852,20.17,8.8
2018,72,1,0.04711,Male,19247.2315367967,2.69792779208394,6.46896172,11.0838572805935,19.34,7.1
2019,72,1,0.04461,Male,19608.7943945553,2.33450937988027,6.94472647,10.2465023749528,19.34,7.3
2020,72,1,0.0527,Male,20428.6478157394,1.19989444983569,7.41619062,9.21893860360944,19.82,9.6
2021,72,1,0.05681,Male,23870.4594851722,4.68354420903453,7.73210812,9.21893860360944,19.82,7.9
2022,72,1,0.04752,Male,25085.784063499,19.7050461518394,7.24367952,9.21893860360944,19.82,6.6
2023,72,1,0.04134,Male,27786.0057829276,9.11731962390475,7.31801939,9.21893860360944,19.82,7.6
2024,72,1,0.04404,Male,29384.0189598663,0.715735835228723,7.59519005,9.21893860360944,19.82,8
2000,73,1,0.05465,Male,3300.63634928559,0.981615478857598,6.18559313,18.083013444041,18.81,19
2001,73,1,0.05827,Male,3532.52787363242,1.36712030817819,6.00193262,17.3276190793162,18.81,20.3
2002,73,1,0.05519,Male,4148.13091485015,0.281506610345575,6.13477659,16.4295435196153,19.51,14.8
2003,73,1,0.0564,Male,5507.47434187652,-1.13430854990247,6.17724085,15.5425823302599,20.45,12.9
2004,73,1,0.055,Male,6734.57487061946,1.16410252104671,5.48347187,14.8205310765714,21.16,10.6
2005,73,1,0.0554,Male,7857.03148786492,2.65848484065262,5.64637566,14.4171853238712,22.17,8.2
2006,73,1,0.06041,Male,9210.10118229413,3.73912004060664,5.85725737,14.2765715251915,23,6
2007,73,1,0.05787,Male,12295.1212779366,5.73717382799842,5.75978613,14.2038714091332,23.67,4.3
2008,73,1,0.05907,Male,14955.5345462921,10.9258856241655,6.29010201,14.1446134543711,23.49,6.1
2009,73,1,0.05335,Male,11854.3711053096,4.45304456518535,7.34499836,14.0443261395798,22.61,17.4
2010,73,1,0.0533,Male,11829.122609457,1.31921362055463,6.9058671,13.8485379434341,23.12,21.5
2011,73,1,0.0532,Male,14261.8433787325,4.13027562645085,6.54017687,12.3194519812497,24.12,18.2
2012,73,1,0.04874,Male,14288.1853493139,3.08998277055417,6.30798101,12.373124789345,25.57,15.5
2013,73,1,0.05136,Male,15636.525258604799,1.04747937065344,6.15501022,12.4131714589563,25.61,13.4
2014,73,1,0.0498,Male,16446.1647181663,0.103758009433708,6.22244453,12.7577404745041,24.6,12.4
2015,73,1,0.05522,Male,14269.8039878287,-0.884097405500596,6.47396851,11.3028578201847,23.29,10.3
2016,73,1,0.04778,Male,14934.2702840428,0.905525075460342,6.64928818,10.2329418108878,21.4,9.3
2017,73,1,0.04771,Male,16800.1510246099,3.72288862303707,6.44472837,9.79993642739852,20.17,8.8
2018,73,1,0.05165,Male,19247.2315367967,2.69792779208394,6.46896172,11.0838572805935,19.34,7.1
2019,73,1,0.04843,Male,19608.7943945553,2.33450937988027,6.94472647,10.2465023749528,19.34,7.3
2020,73,1,0.05674,Male,20428.6478157394,1.19989444983569,7.41619062,9.21893860360944,19.82,9.6
2021,73,1,0.05406,Male,23870.4594851722,4.68354420903453,7.73210812,9.21893860360944,19.82,7.9
2022,73,1,0.05455,Male,25085.784063499,19.7050461518394,7.24367952,9.21893860360944,19.82,6.6
2023,73,1,0.04352,Male,27786.0057829276,9.11731962390475,7.31801939,9.21893860360944,19.82,7.6
2024,73,1,0.0457,Male,29384.0189598663,0.715735835228723,7.59519005,9.21893860360944,19.82,8
2000,74,1,0.06511,Male,3300.63634928559,0.981615478857598,6.18559313,18.083013444041,18.81,19
2001,74,1,0.06181,Male,3532.52787363242,1.36712030817819,6.00193262,17.3276190793162,18.81,20.3
2002,74,1,0.05993,Male,4148.13091485015,0.281506610345575,6.13477659,16.4295435196153,19.51,14.8
2003,74,1,0.06099,Male,5507.47434187652,-1.13430854990247,6.17724085,15.5425823302599,20.45,12.9
2004,74,1,0.06016,Male,6734.57487061946,1.16410252104671,5.48347187,14.8205310765714,21.16,10.6
2005,74,1,0.06123,Male,7857.03148786492,2.65848484065262,5.64637566,14.4171853238712,22.17,8.2
2006,74,1,0.06284,Male,9210.10118229413,3.73912004060664,5.85725737,14.2765715251915,23,6
2007,74,1,0.06229,Male,12295.1212779366,5.73717382799842,5.75978613,14.2038714091332,23.67,4.3
2008,74,1,0.05901,Male,14955.5345462921,10.9258856241655,6.29010201,14.1446134543711,23.49,6.1
2009,74,1,0.05519,Male,11854.3711053096,4.45304456518535,7.34499836,14.0443261395798,22.61,17.4
2010,74,1,0.06031,Male,11829.122609457,1.31921362055463,6.9058671,13.8485379434341,23.12,21.5
2011,74,1,0.05325,Male,14261.8433787325,4.13027562645085,6.54017687,12.3194519812497,24.12,18.2
2012,74,1,0.05666,Male,14288.1853493139,3.08998277055417,6.30798101,12.373124789345,25.57,15.5
2013,74,1,0.05075,Male,15636.525258604799,1.04747937065344,6.15501022,12.4131714589563,25.61,13.4
2014,74,1,0.05035,Male,16446.1647181663,0.103758009433708,6.22244453,12.7577404745041,24.6,12.4
2015,74,1,0.05031,Male,14269.8039878287,-0.884097405500596,6.47396851,11.3028578201847,23.29,10.3
2016,74,1,0.05753,Male,14934.2702840428,0.905525075460342,6.64928818,10.2329418108878,21.4,9.3
2017,74,1,0.05381,Male,16800.1510246099,3.72288862303707,6.44472837,9.79993642739852,20.17,8.8
2018,74,1,0.05269,Male,19247.2315367967,2.69792779208394,6.46896172,11.0838572805935,19.34,7.1
2019,74,1,0.04858,Male,19608.7943945553,2.33450937988027,6.94472647,10.2465023749528,19.34,7.3
2020,74,1,0.05453,Male,20428.6478157394,1.19989444983569,7.41619062,9.21893860360944,19.82,9.6
2021,74,1,0.06334,Male,23870.4594851722,4.68354420903453,7.73210812,9.21893860360944,19.82,7.9
2022,74,1,0.0543,Male,25085.784063499,19.7050461518394,7.24367952,9.21893860360944,19.82,6.6
2023,74,1,0.04794,Male,27786.0057829276,9.11731962390475,7.31801939,9.21893860360944,19.82,7.6
2024,74,1,0.04862,Male,29384.0189598663,0.715735835228723,7.59519005,9.21893860360944,19.82,8
2000,75,1,0.06473,Male,3300.63634928559,0.981615478857598,6.18559313,18.083013444041,18.81,19
2001,75,1,0.06737,Male,3532.52787363242,1.36712030817819,6.00193262,17.3276190793162,18.81,20.3
2002,75,1,0.0684,Male,4148.13091485015,0.281506610345575,6.13477659,16.4295435196153,19.51,14.8
2003,75,1,0.06593,Male,5507.47434187652,-1.13430854990247,6.17724085,15.5425823302599,20.45,12.9
2004,75,1,0.06635,Male,6734.57487061946,1.16410252104671,5.48347187,14.8205310765714,21.16,10.6
2005,75,1,0.06428,Male,7857.03148786492,2.65848484065262,5.64637566,14.4171853238712,22.17,8.2
2006,75,1,0.0661,Male,9210.10118229413,3.73912004060664,5.85725737,14.2765715251915,23,6
2007,75,1,0.06662,Male,12295.1212779366,5.73717382799842,5.75978613,14.2038714091332,23.67,4.3
2008,75,1,0.06174,Male,14955.5345462921,10.9258856241655,6.29010201,14.1446134543711,23.49,6.1
2009,75,1,0.06306,Male,11854.3711053096,4.45304456518535,7.34499836,14.0443261395798,22.61,17.4
2010,75,1,0.06196,Male,11829.122609457,1.31921362055463,6.9058671,13.8485379434341,23.12,21.5
2011,75,1,0.06188,Male,14261.8433787325,4.13027562645085,6.54017687,12.3194519812497,24.12,18.2
2012,75,1,0.05387,Male,14288.1853493139,3.08998277055417,6.30798101,12.373124789345,25.57,15.5
2013,75,1,0.05903,Male,15636.525258604799,1.04747937065344,6.15501022,12.4131714589563,25.61,13.4
2014,75,1,0.05527,Male,16446.1647181663,0.103758009433708,6.22244453,12.7577404745041,24.6,12.4
2015,75,1,0.05848,Male,14269.8039878287,-0.884097405500596,6.47396851,11.3028578201847,23.29,10.3
2016,75,1,0.05541,Male,14934.2702840428,0.905525075460342,6.64928818,10.2329418108878,21.4,9.3
2017,75,1,0.05784,Male,16800.1510246099,3.72288862303707,6.44472837,9.79993642739852,20.17,8.8
2018,75,1,0.05602,Male,19247.2315367967,2.69792779208394,6.46896172,11.0838572805935,19.34,7.1
2019,75,1,0.05959,Male,19608.7943945553,2.33450937988027,6.94472647,10.2465023749528,19.34,7.3
2020,75,1,0.06552,Male,20428.6478157394,1.19989444983569,7.41619062,9.21893860360944,19.82,9.6
2021,75,1,0.06759,Male,23870.4594851722,4.68354420903453,7.73210812,9.21893860360944,19.82,7.9
2022,75,1,0.06117,Male,25085.784063499,19.7050461518394,7.24367952,9.21893860360944,19.82,6.6
2023,75,1,0.04765,Male,27786.0057829276,9.11731962390475,7.31801939,9.21893860360944,19.82,7.6
2024,75,1,0.05139,Male,29384.0189598663,0.715735835228723,7.59519005,9.21893860360944,19.82,8
2000,76,1,0.06852,Male,3300.63634928559,0.981615478857598,6.18559313,18.083013444041,18.81,19
2001,76,1,0.07311,Male,3532.52787363242,1.36712030817819,6.00193262,17.3276190793162,18.81,20.3
2002,76,1,0.06842,Male,4148.13091485015,0.281506610345575,6.13477659,16.4295435196153,19.51,14.8
2003,76,1,0.07025,Male,5507.47434187652,-1.13430854990247,6.17724085,15.5425823302599,20.45,12.9
2004,76,1,0.07048,Male,6734.57487061946,1.16410252104671,5.48347187,14.8205310765714,21.16,10.6
2005,76,1,0.07035,Male,7857.03148786492,2.65848484065262,5.64637566,14.4171853238712,22.17,8.2
2006,76,1,0.06592,Male,9210.10118229413,3.73912004060664,5.85725737,14.2765715251915,23,6
2007,76,1,0.06837,Male,12295.1212779366,5.73717382799842,5.75978613,14.2038714091332,23.67,4.3
2008,76,1,0.06672,Male,14955.5345462921,10.9258856241655,6.29010201,14.1446134543711,23.49,6.1
2009,76,1,0.06845,Male,11854.3711053096,4.45304456518535,7.34499836,14.0443261395798,22.61,17.4
2010,76,1,0.06739,Male,11829.122609457,1.31921362055463,6.9058671,13.8485379434341,23.12,21.5
2011,76,1,0.06266,Male,14261.8433787325,4.13027562645085,6.54017687,12.3194519812497,24.12,18.2
2012,76,1,0.06444,Male,14288.1853493139,3.08998277055417,6.30798101,12.373124789345,25.57,15.5
2013,76,1,0.05806,Male,15636.525258604799,1.04747937065344,6.15501022,12.4131714589563,25.61,13.4
2014,76,1,0.06045,Male,16446.1647181663,0.103758009433708,6.22244453,12.7577404745041,24.6,12.4
2015,76,1,0.06545,Male,14269.8039878287,-0.884097405500596,6.47396851,11.3028578201847,23.29,10.3
2016,76,1,0.06446,Male,14934.2702840428,0.905525075460342,6.64928818,10.2329418108878,21.4,9.3
2017,76,1,0.06207,Male,16800.1510246099,3.72288862303707,6.44472837,9.79993642739852,20.17,8.8
2018,76,1,0.06066,Male,19247.2315367967,2.69792779208394,6.46896172,11.0838572805935,19.34,7.1
2019,76,1,0.05381,Male,19608.7943945553,2.33450937988027,6.94472647,10.2465023749528,19.34,7.3
2020,76,1,0.06527,Male,20428.6478157394,1.19989444983569,7.41619062,9.21893860360944,19.82,9.6
2021,76,1,0.06797,Male,23870.4594851722,4.68354420903453,7.73210812,9.21893860360944,19.82,7.9
2022,76,1,0.06742,Male,25085.784063499,19.7050461518394,7.24367952,9.21893860360944,19.82,6.6
2023,76,1,0.05718,Male,27786.0057829276,9.11731962390475,7.31801939,9.21893860360944,19.82,7.6
2024,76,1,0.05253,Male,29384.0189598663,0.715735835228723,7.59519005,9.21893860360944,19.82,8
2000,77,1,0.07495,Male,3300.63634928559,0.981615478857598,6.18559313,18.083013444041,18.81,19
2001,77,1,0.0824,Male,3532.52787363242,1.36712030817819,6.00193262,17.3276190793162,18.81,20.3
2002,77,1,0.07524,Male,4148.13091485015,0.281506610345575,6.13477659,16.4295435196153,19.51,14.8
2003,77,1,0.077,Male,5507.47434187652,-1.13430854990247,6.17724085,15.5425823302599,20.45,12.9
2004,77,1,0.07268,Male,6734.57487061946,1.16410252104671,5.48347187,14.8205310765714,21.16,10.6
2005,77,1,0.07577,Male,7857.03148786492,2.65848484065262,5.64637566,14.4171853238712,22.17,8.2
2006,77,1,0.07628,Male,9210.10118229413,3.73912004060664,5.85725737,14.2765715251915,23,6
2007,77,1,0.07973,Male,12295.1212779366,5.73717382799842,5.75978613,14.2038714091332,23.67,4.3
2008,77,1,0.07176,Male,14955.5345462921,10.9258856241655,6.29010201,14.1446134543711,23.49,6.1
2009,77,1,0.07009,Male,11854.3711053096,4.45304456518535,7.34499836,14.0443261395798,22.61,17.4
2010,77,1,0.07084,Male,11829.122609457,1.31921362055463,6.9058671,13.8485379434341,23.12,21.5
2011,77,1,0.06962,Male,14261.8433787325,4.13027562645085,6.54017687,12.3194519812497,24.12,18.2
2012,77,1,0.07194,Male,14288.1853493139,3.08998277055417,6.30798101,12.373124789345,25.57,15.5
2013,77,1,0.06845,Male,15636.525258604799,1.04747937065344,6.15501022,12.4131714589563,25.61,13.4
2014,77,1,0.06681,Male,16446.1647181663,0.103758009433708,6.22244453,12.7577404745041,24.6,12.4
2015,77,1,0.06659,Male,14269.8039878287,-0.884097405500596,6.47396851,11.3028578201847,23.29,10.3
2016,77,1,0.06868,Male,14934.2702840428,0.905525075460342,6.64928818,10.2329418108878,21.4,9.3
2017,77,1,0.06655,Male,16800.1510246099,3.72288862303707,6.44472837,9.79993642739852,20.17,8.8
2018,77,1,0.06568,Male,19247.2315367967,2.69792779208394,6.46896172,11.0838572805935,19.34,7.1
2019,77,1,0.0638,Male,19608.7943945553,2.33450937988027,6.94472647,10.2465023749528,19.34,7.3
2020,77,1,0.06661,Male,20428.6478157394,1.19989444983569,7.41619062,9.21893860360944,19.82,9.6
2021,77,1,0.07016,Male,23870.4594851722,4.68354420903453,7.73210812,9.21893860360944,19.82,7.9
2022,77,1,0.0629,Male,25085.784063499,19.7050461518394,7.24367952,9.21893860360944,19.82,6.6
2023,77,1,0.06307,Male,27786.0057829276,9.11731962390475,7.31801939,9.21893860360944,19.82,7.6
2024,77,1,0.06559,Male,29384.0189598663,0.715735835228723,7.59519005,9.21893860360944,19.82,8
2000,78,1,0.08338,Male,3300.63634928559,0.981615478857598,6.18559313,18.083013444041,18.81,19
2001,78,1,0.08408,Male,3532.52787363242,1.36712030817819,6.00193262,17.3276190793162,18.81,20.3
2002,78,1,0.09146,Male,4148.13091485015,0.281506610345575,6.13477659,16.4295435196153,19.51,14.8
2003,78,1,0.08019,Male,5507.47434187652,-1.13430854990247,6.17724085,15.5425823302599,20.45,12.9
2004,78,1,0.07991,Male,6734.57487061946,1.16410252104671,5.48347187,14.8205310765714,21.16,10.6
2005,78,1,0.08275,Male,7857.03148786492,2.65848484065262,5.64637566,14.4171853238712,22.17,8.2
2006,78,1,0.07959,Male,9210.10118229413,3.73912004060664,5.85725737,14.2765715251915,23,6
2007,78,1,0.08224,Male,12295.1212779366,5.73717382799842,5.75978613,14.2038714091332,23.67,4.3
2008,78,1,0.06964,Male,14955.5345462921,10.9258856241655,6.29010201,14.1446134543711,23.49,6.1
2009,78,1,0.08173,Male,11854.3711053096,4.45304456518535,7.34499836,14.0443261395798,22.61,17.4
2010,78,1,0.07199,Male,11829.122609457,1.31921362055463,6.9058671,13.8485379434341,23.12,21.5
